charity_number,name,activities,address,postcode,phone,email,website,income
1130149,SPECIAL NEEDS ADVISORY AND ACTIVITIES PROJECT,"For the relief of children and young people with disablilities or special needs, living in the East Kent area, by the provision of information, advice and support to their parents and carers, leisure activities for the children and young people and such other charitable activities as the Committee in their absolute discretion shall decide.","WINDCHIMES, REYNOLDS CLOSE, HERNE BAY",CT6 6DS,01227367555,INFO@SNAAP.ORG.UK,https://www.snaap.org.uk,334334
1131174,NEW DESTINY CHRISTIAN CHURCH,HOLDING REGULAR WORSHIP SERVICES TO PROMOTE THE PUBLIC BENEFIT OF SPIRITUAL ENRICHMENT THROUGH PRACTICING THE PRINCIPLES OF THE CHRISTIAN FAITH.,"New Destiny Christian Church, Unit 1A - Rear of 5 -7 Station Road, South Norwood, LONDON",SE25 5AH,07865717222,destinycentrenorwood@gmail.com,,0
1130518,ROCHESTER BAPTIST CHURCH,"- providing regular public worship open to all- teaching Christianity through sermons, small groups and courses- providing youth groups with a Christian ethos- promoting the whole mission of the church through activities for senior citizens, parents & toddlers and other groups- pastoral work including visiting the sick and bereaved- supporting mission and other Christian charities.","ROCHESTER BAPTIST CHURCH, 8-10 CROW LANE, ROCHESTER",ME1 1RF,01634402268,info@rochesterbaptist.co.uk,https://www.rochesterbaptist.co.uk,214046
1130435,"REDEEMED CHRISTIAN CHURCH OF GOD HOLY GHOST ZONE, HOUSE OF GRACE & FRUITFULNESS","We visits and donate hampers, gifts, to Endeavour Foyer that looks after teenagers that have fallen out with their families and now leaving in sheltered accomodation.we also cater for the needs of homeless people in chatham.We visit old peoples homes spending time with the lonely ,assist in social networking and providing library services to the elderly's","17 Victoria Road, Walderslade, Chatham",ME5 9EN,01634681346,holyghostzonehouseoffruitfulness@yahoo.com,,0
1131041,EMMANUEL CHURCH CANTERBURY,To advance the Christian faith in accordance with the statement of beliefs appearing in the governing document in Canterbury and in such other parts of the United Kingdom or the world as the trustees of the charity may from time to time think fit and to fulfil such other purposes which are exclusively charitable according to the law of England and Wales.,"24 St. Martins Hill, CANTERBURY, Kent",CT1 1PP,00000 000000,treasurer@emmanuelcanterbury.org.uk,https://www.emmanuelcanterbury.org.uk,285622
1133140,SUNDRIDGE AND BRASTED PRIMARY SCHOOL FUND,"The funds are used to help the school provide resources for educational and recreational use, helping to fund school clubs, subsidising school trips and events for the benefit of the children, assisting parents with the purchase of school uniform and donations to charities after fund raising events.","SUNDRIDGE & BRASTED PRIMARY SCHOOL, CHURCH ROAD, SUNDRIDGE, SEVENOAKS, KENT",TN14 6EA,01959 562694,office@sundridge.kent.sch.uk,https://www.sundridge.kent.sch.uk,10516
1133435,COMPASSION AND PASSION WORLD OUTREACH INTERNATIONAL,To help alleviate poverty and create income generating projects in the United Kingdom. The empowerment through education and training is one of the ways we are using to achieve the goals.,"163 Christchurch Avenue, HARROW, Middlesex",HA3 8NS,07340732241,capwoi4all@gmail.com,,300
1133234,UMOYA TRUST UK,"Community Outreach - Helping homeless people with food, accommodation and clothing.  We are focusing on helping people in their homes by providing domiciliary care.  We have a charity shop that also helps volunteers with special needs gain skills.   We help look after widows and orphans in Zambia and other parts of Africa.  We are currently building a nursing home in Zambia.","39 Broadway, GILLINGHAM, Kent",ME8 6BA,07722002616,admin@connectandcare.co.uk,https://www.umoyatrust.co.uk,286132
1131138,ST RONANS APPEAL FUND,To advance the education of Pupils at St Ronans School Hawhurst Kent,"Ashfords LLP, 1 New Fetter Lane, London",EC4A 1AN,02075442429,j.toth@ashfords.co.uk,,0
1131872,RIVERSIDE CHURCH,"To advance the Christian faith, to relieve sickness and financial hardship, to provide community facilites for recreational and other use in the interests of social welfare for persons who have needs.","Riverside Church, Riverside Works, Thanet Way, Chestfield, WHITSTABLE",CT5 3JQ,01227250240,info@riversideuk.org,https://www.riversideuk.org,485298
1131975,"THE REDEEMED CHRISTIAN CHURCH OF GOD ""CITY OF HIS GRACE""","Advancement of christian faith, through worship, celebration and fellowship with members of the general public within our local community.Relief of poverty, through christian counselling, seminars and workshop, provision of financial, humaneterian and material assistance for member of our local community.","The Mercy Centre, Rose Street, Northfleet, GRAVESEND, Kent",DA11 9EQ,07539216058,pastor@rccgcityofhisgrace.org.uk,https://www.rccgcityofhisgrace.org.uk,150161
1132394,BESSELS GREEN BAPTIST CHURCH,"Church activities including regular public services of christian worship. Activities for members and wider community including youth clubs, fellowship meals, activities for young mothers.","BESSELS GREEN ROAD, BESSELS GREEN, SEVENOAKS",TN13 2PS,01732454921,secretary@bgbc.co.uk,https://www.bgbc.co.uk,859164
1132654,CANTERBURY AND EAST KENT METHODIST CIRCUIT,THE PURPOSES OF THE METHODIST CHURCH ARE AND SHALL BE DEEMED TO HAVE BEEN SINCE THE DATE OF UNION THE ADVANCEMENT OF -(A) THE CHRISTIAN FAITH IN ACCORDANCE WITH THE DOCTRINAL STANDARDS AND THE DISCIPLINE OF THE METHODIST CHURCH;,"St. Peters Methodist Church, St. Peters Street, CANTERBURY, Kent",CT1 2BE,01227 772907,caekfinance@outlook.com,http://www.cekmethodist.org.uk/,23191
1140713,WOOLWICH REACH TRUST,Advancing the education of children and young people.Improving the social welfare of disadvantaged inhabitants of South London and the surrounding area.,"UNIT 6, MELLISH INDUSTRIAL ESTATE, HARRINGTON WAY, LONDON",SE18 5NR,02088559598,,https://www.woolwichreachtrust.org,158887
1133023,Age UK Kent Rivers,Age UK Medway provides a range of support and care services for older people in the Medway and Kent areas. We are committed to providing high quality services enabling older people to live safely and independently in their own home.,"Age UK Kent Rivers, The Mackenney Centre, Woodlands Road, Gillingham, Kent",ME7 2BX,01634572616,johnnorley@ageukkentrivers.org.uk,https://www.ageuk.org.uk/kentrivers,5588117
1135783,HAWKINGE COMMUNITY FOOTBALL AND SPORTS TRUST,The promotion of community participation in healthy recreation for the benefit of the inhabitants of Hawkinge and surrounding areas by the provision of facilities for the playing of sport and other leisure time activities.,"MILLEN NECKER & CO, Motis BusinessCentre, Cheriton High Street, FOLKESTONE",CT19 4QJ,07766415590,gary@millennecker.co.uk,,2371
1135424,JUST SPRINGERS RESCUE,"To help and assist in re-homing Springer Spaniels to good approved homes , to aid and advise owners with problems with Springer Spaniels especially to help an owner to keep their dog rather than re-home it where appropriate . To ensure that the dogs recieve any veterinary care required before re-homing , assess the welfare requirements of the dogs and advise prospective new owners accordingly.","19 Lingfield Common Road, LINGFIELD, Surrey",RH7 6BU,07849 532111,info@justspringersrescue.co.uk,https://www.justspringersrescue.co.uk,27198
1133269,YMCA THAMES GATEWAY,"We focus on young people & help them play an active & fulfilling role within their communities.  We call this a youth minded community approach.We are proud of our Christian heritage & ethos.  Our vision is of an inclusive Christian movement transforming communities so that all young people can belong, contribute & thrive.We provide community-based activities & service to meet local need.","YMCA, RUSH GREEN ROAD, ROMFORD",RM7 0PH,01708766211,Heatherstevenson@ymcatg.org,https://www.ymcatg.org,9718177
1139441,Burham Old School Community Centre,"General Charitable purposes, general public, provides building and facilities","Scarborough Farm, Rochester Road, Burham, Burham Court, ROCHESTER",ME1 3RD,01634864319,nickygrimes@icloud.com,,18940
1137420,STAG COMMUNITY ARTS CENTRE,Theatre operating as a 'Receiving House' in the town of Sevenoaks for amateur and professional productions; a base for a Youth Theatre and Youth Outreach programme to develop youth services in the local area; the showing of non commercial films in the Cinema; the provision of refreshments at family friendly prices sourced locally wherever possible; Hall and room hire for clubs etc..,"STAG COMMUNITY ARTS CENTRE, LONDON ROAD, SEVENOAKS, KENT",TN13 1ZZ,01732450175,chiefexecutive@stagsevenoaks.co.uk,https://www.stagsevenoaks.co.uk,1360080
1135262,THE FAVERSHAM SOCIETY,To preserve the heritage of Faversham and to educate the public accordingly.,"Fleur De Lis Heritage Centre, 13 Preston Street, FAVERSHAM, Kent",ME13 8NS,01795590726,info@favershamsociety.org,https://www.favershamsociety.org,1187820
1135337,"THE FRIENDS OF ST BARTHOLOMEW'S CHURCH, HERNE BAY","The Friends of St. Bartholomew's primary concern is with the updating of the church building and church hall to enable it to be open an used throughout the week by the local community.  To that end, this year we have built a new kitchen area within the church and are currently engaging the services of an architect to produce plans and a feasibility study for the major re-ordering of the buildings.","17 RECULVER ROAD, HERNE BAY",CT6 6LG,01227367385,junemarie1@btinternet.com,https://www.stbartholomewhernebay.co.uk,0
1139386,KENT AFGHAN COMMUNITY,"We are based in Maidstone and Rochester in Kent and our members are all from the Kent area.The charity runs classes in Maidstone and Rochester once a week on Sunday on such activities as English, Farsi, cultural aspects, religion, and the Qur'an.  Religious celebrations have been held for Ashura and New Year.","Cossack Street, ROCHESTER, Kent",ME1 2EF,07852805257,Kentafghancommunity@gmail.com,https://kentafghancommunity.co.uk,28218
1137735,THE GREAT COMP MUSIC TRUST,"To promote public education in and appreciation of culture and the arts by organising a music festival held annually at Great Comp, Borough Green, Kent; and by providing facilities for rehearsal and performance of music and for lectures; and by any other means that the trustees think fit.","MIDDLE ORCHARD, LONG MILL LANE, CROUCH, BOROUGH GREEN, SEVENOAKS",TN15 8QB,01732780748,,https://www.greatcompmusic.org,22266
1135341,THE REDEEMED CHRISTIAN CHURCH OF GOD (RCCG) LIFE START CONNECTIONS,"Our ultimate goal is to enable diverse people to make Heaven by nurturing, empowering and equipping them to live a holy and well fulfilled life based on excellence and solid relationships. Our mandate is found in Isaiah 61:4 "" And they shall build the old wastes, they shall raise up the former desolations, and they shall repair the waste cities, the desolation of many generations"".","St. Clements Close, Northfleet, GRAVESEND, Kent",DA11 7RU,01474 559333,LIFESTARTCENTRE@GMAIL.COM,https://www.facebook.com/p/RCCG-Life-Start-Connections-100079335464797/,299474
1134870,NORTH KENT METHODIST CIRCUIT,"The North Kent Methodist Circuit consists of 18 Methodist Churches, 1 Chinese Congregation and 5 joint Congregations of Methodists/ Anglican /Baptists or URC members. The Circuit covers the North Kent areas of Dartford, Gravesham, Maidstone, Medway, Sittingbourne and Sheerness. We have a Methodist membership of 942.","Flat 151, Keswick Court, Hazlemere Drive, GILLINGHAM, Kent",ME7 2TG,07444335245,northkentmethodistcircuit@gmail.com,https://www.nkmethodists.org.uk,1123935
1134634,GRACE CHRISTIAN TRUST,"Grace Christian Trust was formed in 2010. In its first year, the trust purchased a large office building on an extensive site with the purpose of donating it to a local church who intend to build a new centre to serve the town. This site will be donated to the church if and when they are granted appropriate planning permission by Tandridge District Council.","OTFORD MANOR, SHOREHILL LANE, KNATTS VALLEY, SEVENOAKS",TN15 6XF,07377354119,,,938416
1136408,REDEEMED CHRISTIAN CHURCH OF GOD THE CITY OF GOD,The Charity main objects are the Advancement of Christian faith for the benefit of the public.Activities that promote the furtherance of the Gospel. Providing Spiritual guidance and shepherding for her people.Organizing seminars and conferences to empower the members and the immediate community.Committed to supporting Mothers in its community through knowledge based seminars,"193 CRAYFORD ROAD, CRAYFORD, DARTFORD",DA1 4HA,07584668475,,http://www.thecityofgod.org.uk,172615
1136175,BLUE TOWN REMEMBERED,"The provision of Education in Local and National Heritage by providing a centre for a local history archive, facilities for local research a venue for lectures and conferences.Promotion of the arts by the provision of an art gallery, exhibition area, theatre, cinema and concert hall.Increasing the effectiveness of the charity by training & developing volunteers.","69 HIGH STREET, BLUE TOWN, SHEERNESS",ME12 1RW,01795662981,bthc@btconnect.com,,162699
1135732,RCCG HIS KINGDOM FOR ALL NATIONS,"Social Housing to families who are about to be homeless via Social services/Local Authorities. Providing Supported accommodation to Children/ Young people aged 11 yrs - 17yrs. Alleviation of poverty especially for children in the developing countries i.e: Africa, Asia and South America.Provide supported accommodation for teenagers with troubled backgrounds.","27 HARDY AVENUE, NORTHFLEET, GRAVESEND",DA11 7EN,07879983438,rccgnottinghill@aol.com,https://www.rccghkfan.org.uk,10230
1135919,TILMANSTONE VILLAGE HALL COMMITTEE,"To provide and maintain  an amenity for the use of the village community as it is the only venue available in Tilmanstone Village in which to hold meetings, events, celebrations, receptions, fund raising events for charitities, a village market now that the village shop, public house and school have closed.","VILLAGE HALL, CHAPEL ROAD, TILMANSTONE, DEAL",CT14 0JF,01304611344,,,3320
